FIT	CollEn	particle	centrality	mass	beta	betaErr	temp	tempErr	n-v_prof	nErr	norm	normErr	dETdEta_data	dETdEta_d_err	dETdEtaLeft	dETdEtaLErr	dETdEtaRight	dETdEtaRErr	dETdEtaTotal	dETdEtaTErr	dETdy_d	dETdy_d_err	dETdyLeft	dETdyLErr	dETdyRight	dETdyRErr	dETdyTotal	dETdyTErr	dNdEta_d	dNdEta_d_err	dNdEtaLeft	dNdEtaLErr	dNdEtaRight	dNdEtaRErr	dNdEtaTotal	dNdEtaTErr	dNdy_d	dNdy_d_err	dNdyLeft	dNdyLErr	dNdyRight	dNdyRErr	dNdyTotal	dNdyTErr	Npart	NpartErr
bis	27	la_	3	1.11568	0.76504	0.0020563	0.0824797	0.000541295	1.94314	0.0772601	2.82109e+07	2.87068e+06	1.2552	0.0406674	0.0190754	0	7.63047e-09	0	1.27428	0.0406674	1.7264	0.0568346	0.0545833	0	7.75557e-09	0	1.78098	0.0568346	2.61336	0.0915427	0.292187	0	1.48925e-09	0	2.90555	0.0915427	4.18025	0.156046	0.292187	0	1.48925e-09	0	4.47244	0.156046	166	11
tan	27	la_	3	1.11568	0.660726	0.0273279	0.114759	0.00712809	1.13161	0.170447	336027	241342	1.2552	0.0406674	0.0152944	0.000942507	1.87774e-08	5.23354e-09	1.27049	0.0416099	1.7264	0.0568346	0.0425977	0.00290394	1.90831e-08	5.31858e-09	1.76899	0.0597385	2.61336	0.0915427	0.217443	0.0173363	3.64887e-09	5.23354e-09	2.8308	0.108879	4.18025	0.156046	0.217443	0.0173363	3.64887e-09	1.0159e-09	4.3977	0.173382	0	53673968
hag	27	la_	3	1.11568	6.76162	0.0189905	200	0.27827	15	0.00258488	1.2552	0.0406674	0.00274641	4.08293e-05	2.80283e-07	8.83685e-09	1.25795	0.0407083	1.7264	0.0568346	0.00782686	0.00011569	2.84425e-07	8.96698e-09	1.73422	0.0569503	2.61336	0.0915427	0.0415514	0.000608226	5.13215e-08	8.83685e-09	2.65491	0.0921509	4.18025	0.156046	0.0415514	0.000608226	5.13215e-08	1.61463e-09	4.2218	0.156654	32767	0
bis	27	la_	4	1.11568	0.649755	0.0409616	0.119938	0.011552	1.43768	0.245147	137407	146786	0.750089	0.0299592	0.0110402	0.000617329	1.40124e-08	2.21568e-09	0.761129	0.0305765	1.04185	0.0422643	0.0309677	0.00186546	1.42408e-08	2.25165e-09	1.07281	0.0441298	1.62303	0.0700708	0.160134	0.0108883	2.7247e-09	2.21568e-09	1.78317	0.0809592	2.63879	0.121826	0.160134	0.0108883	2.7247e-09	4.29802e-10	2.79893	0.132714	114	11
tan	27	la_	4	1.11568	0.649729	0.0410634	0.119945	0.0115369	1.43752	0.245733	137319	147520	0.750089	0.0299592	0.0110399	0.000759963	1.40137e-08	3.93137e-08	0.761129	0.0307192	1.04185	0.0422643	0.0309668	0.0021192	1.42421e-08	3.99516e-08	1.07281	0.0443836	1.62303	0.0700708	0.160128	0.0108423	2.72496e-09	3.93137e-08	1.78316	0.0809132	2.63879	0.121826	0.160128	0.0108423	2.72496e-09	7.62443e-09	2.79892	0.132668	0	53673968
hag	27	la_	4	1.11568	6.22781	0.0141408	200	0.185851	15	0.00198561	0.750089	0.0299592	0.00421183	4.79755e-05	7.09163e-07	1.76966e-08	0.754302	0.0300072	1.04185	0.0422643	0.011962	0.000135454	7.19639e-07	1.7957e-08	1.05381	0.0423998	1.62303	0.0700708	0.0631702	0.0007082	1.2981e-07	1.76966e-08	1.6862	0.0707791	2.63879	0.121826	0.0631702	0.0007082	1.2981e-07	3.2317e-09	2.70196	0.122534	32767	0
bis	27	la_	5	1.11568	0.480703	0.0115752	0.16444	0.00219977	1.40149	0.16503	3169.31	357.07	0.311293	0.0127751	0.00544097	0.000162516	4.38299e-08	4.33229e-09	0.316734	0.0129377	0.44072	0.0184054	0.0153657	0.000470615	4.46739e-08	4.41496e-09	0.456085	0.018876	0.720107	0.0320255	0.0801965	0.00256144	9.41584e-09	4.33229e-09	0.800304	0.0345869	1.1906	0.0563886	0.0801965	0.00256144	9.41584e-09	9.25481e-10	1.2708	0.0589501	61	47
tan	27	la_	5	1.11568	0.480688	0.0115742	0.164443	0.00219925	1.40149	0.164892	3168.72	357.001	0.311293	0.0127751	0.00544101	0.000162515	4.38308e-08	4.33251e-09	0.316734	0.0129377	0.44072	0.0184054	0.0153658	0.000470609	4.46749e-08	4.41519e-09	0.456086	0.018876	0.720107	0.0320255	0.0801971	0.00256141	9.41604e-09	4.33251e-09	0.800304	0.0345869	1.1906	0.0563886	0.0801971	0.00256141	9.41604e-09	9.25528e-10	1.2708	0.05895	0	53673968
hag	27	la_	5	1.11568	6.48204	0.0117462	200	0.177817	15	0.0019825	0.311293	0.0127751	0.00338563	3.1585e-05	1.06935e-06	2.10406e-08	0.31468	0.0128068	0.44072	0.0184054	0.00966453	8.96422e-05	1.08815e-06	2.1409e-08	0.450385	0.018495	0.720107	0.0320255	0.0513728	0.000471861	2.17041e-07	2.10406e-08	0.77148	0.0324973	1.1906	0.0563886	0.0513728	0.000471861	2.17041e-07	4.2592e-09	1.24198	0.0568605	32767	0
bis	27	la_	6	1.11568	0.686813	0.0287283	0.0956015	0.00866155	3.06661	0.406544	284309	354029	0.062634	0.00352543	0.00182156	0.000154923	1.14214e-07	1.20856e-08	0.0644556	0.00368037	0.0922712	0.00533302	0.00528845	0.000489266	1.17805e-07	1.24625e-08	0.0975597	0.0058223	0.166354	0.0104202	0.0289419	0.00304774	3.32003e-08	1.20856e-08	0.195296	0.013468	0.288401	0.019388	0.0289419	0.00304774	3.32003e-08	3.49427e-09	0.317343	0.0224358	21	14
tan	27	la_	6	1.11568	0.686804	0.0279976	0.0956043	0.00840516	3.06657	0.396947	284194	345870	0.062634	0.00352543	0.00182155	0.000220357	1.1422e-07	2.08281e-07	0.0644556	0.003746	0.0922712	0.00533302	0.0052884	0.000687443	1.17811e-07	2.14788e-07	0.0975597	0.00602068	0.166354	0.0104202	0.0289416	0.00419766	3.32021e-08	2.08281e-07	0.195295	0.0146181	0.288401	0.019388	0.0289416	0.00419766	3.32021e-08	6.02921e-08	0.317342	0.0235857	0	53673968
hag	27	la_	6	1.11568	7.9432	0.0187414	200	0.440415	15	0.00425383	0.062634	0.00352543	0.00110926	1.53196e-05	1.16284e-06	2.95171e-08	0.0637444	0.00354078	0.0922712	0.00533302	0.00318492	4.37464e-05	1.19623e-06	3.03607e-08	0.0954573	0.0053768	0.166354	0.0104202	0.0170992	0.00023272	3.18524e-07	2.95171e-08	0.183453	0.010653	0.288401	0.019388	0.0170992	0.00023272	3.18524e-07	8.06054e-09	0.3055	0.0196208	32767	0
bis	39	ala	0	1.11568	0.756525	0.00328137	0.088245	0.000758164	1.17005	0.0807992	7.41443e+06	922205	6.08988	0.307807	0.353822	0	2.19039e-06	0	6.4437	0.307807	9.03665	0.521831	1.49226	0	2.24449e-06	0	10.5289	0.521831	2.19142	0.116555	0.153735	0	3.51259e-07	0	2.34516	0.116555	3.33408	0.203267	0.153735	0	3.51259e-07	0	3.48782	0.203267	342	2
tan	39	ala	0	1.11568	0.486586	0.0134984	0.149136	0.004339	0.0108162	0.000956853	17499.1	4184.1	6.08988	0.307807	0.285764	0.0207583	3.53938e-06	3.4015e-07	6.37564	0.328566	9.03665	0.521831	1.13738	0.094448	3.62621e-06	3.48407e-07	10.174	0.616279	2.19142	0.116555	0.123944	0.0090431	5.66006e-07	3.4015e-07	2.31537	0.125598	3.33408	0.203267	0.123944	0.0090431	5.66006e-07	5.41528e-08	3.45803	0.21231	0	53673968
hag	39	ala	0	1.11568	4.84087	0.00885097	200	0.248606	15	0.00447054	6.08988	0.307807	0.45269	0.00343148	9.47314e-05	1.65494e-06	6.54266	0.31124	9.03665	0.521831	1.97406	0.0147413	9.68286e-05	1.69133e-06	11.0108	0.536574	2.19142	0.116555	0.196921	0.00149195	1.44799e-05	1.65494e-06	2.38836	0.118048	3.33408	0.203267	0.196921	0.00149195	1.44799e-05	2.52193e-07	3.53102	0.204759	32767	0
bis	39	ala	1	1.11568	0.758975	0.00348959	0.0866642	0.00082732	1.53239	0.112871	9.29086e+06	1.31097e+06	5.27907	0.306661	0.402011	0	1.5339e-06	0	5.68108	0.306661	8.0165	0.536855	1.75944	0	1.57195e-06	0	9.77595	0.536855	1.92155	0.117473	0.17488	0	2.46412e-07	0	2.09643	0.117473	2.99263	0.211436	0.17488	0	2.46412e-07	0	3.16752	0.211436	294	6
tan	39	ala	1	1.11568	0.56253	0.0878569	0.143661	0.0189775	0.555547	0.345167	23270.6	29115.4	5.27907	0.306661	0.311626	0.02256	3.15069e-06	3.63698e-07	5.59069	0.329222	8.0165	0.536855	1.28042	0.103641	3.22802e-06	3.72521e-07	9.29692	0.640496	1.92155	0.117473	0.135296	0.00983109	5.03886e-07	3.63698e-07	2.05685	0.127305	2.99263	0.211436	0.135296	0.00983109	5.03886e-07	5.7881e-08	3.12793	0.221267	0	53673968
hag	39	ala	1	1.11568	5.00328	0.0100793	200	0.300233	15	0.00532945	5.27907	0.306661	0.394215	0.00337134	7.00185e-05	1.36243e-06	5.67335	0.310034	8.0165	0.536855	1.72247	0.0145136	7.15771e-05	1.39256e-06	9.73904	0.55137	1.92155	0.117473	0.171495	0.00146591	1.07269e-05	1.36243e-06	2.09306	0.118941	2.99263	0.211436	0.171495	0.00146591	1.07269e-05	2.08116e-07	3.16414	0.212902	32767	0
bis	39	ala	2	1.11568	0.561696	0.0561651	0.144311	0.012309	0.565656	0.219717	16923.6	13362.9	3.99319	0.174595	0.237802	0.0129382	2.45132e-06	2.23474e-07	4.23099	0.187533	6.06049	0.300338	0.97813	0.0595126	2.51149e-06	2.28896e-07	7.03862	0.359851	1.45281	0.0665051	0.103247	0.00563831	3.92058e-07	2.23474e-07	1.55606	0.0721436	2.26157	0.117622	0.103247	0.00563831	3.92058e-07	3.55663e-08	2.36482	0.12326	230	9
tan	39	ala	2	1.11568	0.561683	0.0971235	0.144314	0.0215462	0.565623	0.35913	16920.6	23899.8	3.99319	0.174595	0.237805	0.110099	2.45131e-06	1.13016e-05	4.231	0.284706	6.06049	0.300338	0.978145	0.516543	2.51148e-06	1.15773e-05	7.03864	0.816893	1.45281	0.0665051	0.103249	0.0480233	3.92056e-07	1.13016e-05	1.55606	0.11454	2.26157	0.117622	0.103249	0.0480233	3.92056e-07	1.80262e-06	2.36482	0.165647	0	53673968
hag	39	ala	2	1.11568	5.18854	0.00793467	200	0.225212	15	0.00360247	3.99319	0.174595	0.337347	0.0022474	4.92764e-05	7.36837e-07	4.33059	0.176843	6.06049	0.300338	1.47694	0.00969577	5.03762e-05	7.5318e-07	7.53748	0.310035	1.45281	0.0665051	0.146764	0.000977262	7.55817e-06	7.36837e-07	1.59958	0.0674831	2.26157	0.117622	0.146764	0.000977262	7.55817e-06	1.12703e-07	2.40834	0.118599	32767	0
bis	39	ala	3	1.11568	0.530652	0.0753681	0.15343	0.017246	0.760262	0.292297	7441.81	7353.93	2.81919	0.147662	0.204745	0.0121822	1.63019e-06	1.84218e-07	3.02394	0.159844	4.35797	0.258164	0.86216	0.0563168	1.67032e-06	1.88698e-07	5.22013	0.314481	1.03533	0.0566858	0.0889606	0.00530967	2.61009e-07	1.84218e-07	1.12429	0.0619957	1.64119	0.101756	0.0889606	0.00530967	2.61009e-07	2.93439e-08	1.73015	0.107066	162	10
tan	39	ala	3	1.11568	0.53063	0.174953	0.153435	0.0404083	0.760175	0.645864	7439.8	18996.3	2.81919	0.147662	0.204745	0.135677	1.63018e-06	1.36026e-05	3.02394	0.283353	4.35797	0.258164	0.862159	0.650014	1.67031e-06	1.39352e-05	5.22013	0.908192	1.03533	0.0566858	0.0889605	0.0592218	2.61006e-07	1.36026e-05	1.12429	0.115921	1.64119	0.101756	0.0889605	0.0592218	2.61006e-07	2.17171e-06	1.73015	0.16098	0	53673968
hag	39	ala	3	1.11568	5.48585	0.0094846	200	0.383536	15	0.00583105	2.81919	0.147662	0.263524	0.00206387	2.89512e-05	4.98194e-07	3.08274	0.149727	4.35797	0.258164	1.15752	0.00893531	2.96021e-05	5.09329e-07	5.51552	0.2671	1.03533	0.0566858	0.114658	0.000897552	4.45426e-06	4.98194e-07	1.14999	0.0575839	1.64119	0.101756	0.114658	0.000897552	4.45426e-06	7.64486e-08	1.75585	0.102654	32767	0
bis	39	ala	4	1.11568	0.767188	0.00345951	0.0821042	0.000814122	2.26293	0.173983	8.48892e+06	1.31516e+06	1.82605	0.121097	0.201494	0	3.57847e-07	0	2.02754	0.121097	2.85581	0.217043	0.926271	0	3.66801e-07	0	3.78208	0.217043	0.674124	0.0468999	0.0877898	0	5.76873e-08	0	0.761914	0.0468999	1.08117	0.0862402	0.0877898	0	5.76873e-08	0	1.16896	0.0862402	111	11
tan	39	ala	4	1.11568	0.504314	0.107636	0.162983	0.025372	0.936228	0.388359	2989.08	4046.26	1.82605	0.121097	0.147042	0.00981124	1.14589e-06	1.65986e-07	1.97309	0.130909	2.85581	0.217043	0.626522	0.0452044	1.17409e-06	1.70017e-07	3.48233	0.262248	0.674124	0.0468999	0.0639131	0.00427579	1.83433e-07	1.65986e-07	0.738037	0.0511758	1.08117	0.0862402	0.0639131	0.00427579	1.83433e-07	2.64237e-08	1.14509	0.090516	0	53673968
hag	39	ala	4	1.11568	5.84149	0.011639	200	0.773384	15	0.00950877	1.82605	0.121097	0.197082	0.0018574	1.5516e-05	3.13841e-07	2.02315	0.122955	2.85581	0.217043	0.869142	0.00807577	1.58667e-05	3.20896e-07	3.72497	0.225119	0.674124	0.0468999	0.0857605	0.00080787	2.39261e-06	3.13841e-07	0.759887	0.047708	1.08117	0.0862402	0.0857605	0.00080787	2.39261e-06	4.82776e-08	1.16694	0.0870481	32767	0
bis	39	ala	5	1.11568	0.699483	0.280676	0.23647	0.00604724	223.141	621.571	101.387	19.3032	0.905528	0.0629035	0.0820072	0.00377681	9.46076e-06	7.67602e-06	0.987545	0.0666879	1.47609	0.114897	0.353888	0.0169178	9.7581e-06	7.88552e-06	1.82998	0.131823	0.340624	0.0245976	0.035664	0.00164457	1.65942e-06	7.67602e-06	0.37629	0.0262499	0.568982	0.0459852	0.035664	0.00164457	1.65942e-06	1.26891e-06	0.604648	0.047631	60	46
tan	39	ala	5	1.11568	0.350494	0.0432838	0.2	0.0738866	1.64471	0.898036	326.023	11.3021	0.905528	0.0629035	0.0869841	0.0040011	4.23885e-06	7.0211e-07	0.992517	0.0669053	1.47609	0.114897	0.377439	0.0180066	4.38194e-06	7.25183e-07	1.85353	0.132905	0.340624	0.0245976	0.0378352	0.00174251	7.66621e-07	7.0211e-07	0.37846	0.0263408	0.568982	0.0459852	0.0378352	0.00174251	7.66621e-07	1.25591e-07	0.606818	0.0477278	0	53673968
hag	39	ala	5	1.11568	6.56722	0.0135136	200	1.65093	15	0.019665	0.905528	0.0629035	0.110176	0.00115945	2.08673e-05	4.30123e-07	1.01573	0.0640633	1.47609	0.114897	0.491117	0.00509868	2.15231e-05	4.43561e-07	1.96722	0.119996	0.340624	0.0245976	0.047965	0.00050454	3.66015e-06	4.30123e-07	0.388593	0.0251026	0.568982	0.0459852	0.047965	0.00050454	3.66015e-06	7.52538e-08	0.616951	0.0464898	32767	0
bis	39	ala	6	1.11568	0.548631	0.154227	0.142868	0.0502287	2.71456	0.686458	1535.85	5182.92	0.232755	0.0237742	0.0287834	0.00442644	3.94337e-06	1.12606e-06	0.261543	0.0282018	0.389876	0.0442849	0.128435	0.0222609	4.12108e-06	1.17495e-06	0.518315	0.066547	0.0889247	0.00938028	0.012533	0.00193507	7.93607e-07	1.12606e-06	0.101458	0.0113165	0.152212	0.0178452	0.012533	0.00193507	7.93607e-07	2.23309e-07	0.164746	0.0197805	20	14
tan	39	ala	6	1.11568	0.548615	0.147067	0.142872	0.0439288	2.71445	0.677628	1535.46	5085.78	0.232755	0.0237742	0.0287828	0.0107628	3.94335e-06	2.01103e-05	0.261542	0.0345571	0.389876	0.0442849	0.128432	0.0540359	4.12106e-06	2.10042e-05	0.518312	0.0983418	0.0889247	0.00938028	0.0125327	0.00470565	7.93603e-07	2.01103e-05	0.101458	0.014106	0.152212	0.0178452	0.0125327	0.00470565	7.93603e-07	4.02527e-06	0.164746	0.0225549	0	53673968
hag	39	ala	6	1.11568	7.9182	0.183588	179.288	29.901	15	0.261959	0.232755	0.0237742	0.0354958	0.0110253	1.045e-05	4.31155e-06	0.268261	0.0348038	0.389876	0.0442849	0.160916	0.0497148	1.08933e-05	4.49387e-06	0.550803	0.0940041	0.0889247	0.00938028	0.0154636	0.00480227	2.05103e-06	4.31155e-06	0.10439	0.0141869	0.152212	0.0178452	0.0154636	0.00480227	2.05103e-06	8.4511e-07	0.167678	0.0226484	32767	0
bis	39	la_	0	1.11568	0.621297	0.490173	0.0917931	1.00013	-0.0647151	1	7.97612e+06	1.75848	3.20726	0.116023	0.00861573	0	1.36542e-05	0	3.21589	0.116023	4.30216	0.167835	0.0219221	0	1.39143e-05	0	4.3241	0.167835	6.06243	0.295051	0.0939495	0	2.89049e-06	0	6.15638	0.295051	9.39656	0.522337	0.0939495	0	2.89049e-06	0	9.49051	0.522337	342	2
tan	39	la_	0	1.11568	0.573038	0.0529714	0.1431	0.0116556	0.526099	0.204546	74057.3	56558.9	3.20726	0.116023	0.0288707	0.00515958	7.7632e-06	4.8005e-06	3.23613	0.121187	4.30216	0.167835	0.0796028	0.0154895	7.9527e-06	4.91743e-06	4.38177	0.18333	6.06243	0.295051	0.398552	0.0889856	1.92659e-06	4.8005e-06	6.46099	0.384042	9.39656	0.522337	0.398552	0.0889856	1.92659e-06	1.18965e-06	9.79511	0.611324	0	53673968
hag	39	la_	0	1.11568	4.33294	0.0075393	200	0.14185	15	0.003213	3.20726	0.116023	0.0208255	0.000140865	0.000177634	2.84193e-06	3.22826	0.116167	4.30216	0.167835	0.0587451	0.000394842	0.00018151	2.90344e-06	4.36109	0.168233	6.06243	0.295051	0.306202	0.00203582	4.10303e-05	2.84193e-06	6.36867	0.29709	9.39656	0.522337	0.306202	0.00203582	4.10303e-05	6.52987e-07	9.7028	0.524374	32767	0
bis	39	la_	1	1.11568	0.551628	0.0737424	0.154081	0.0170953	0.685632	0.283155	33532.5	32655.8	2.63001	0.106492	0.0275471	0.00146258	8.39056e-06	6.7558e-07	2.65756	0.107955	3.55117	0.15554	0.0765387	0.00422488	8.59483e-06	6.91797e-07	3.62772	0.159765	5.10781	0.279596	0.388609	0.022915	2.0787e-06	6.7558e-07	5.49642	0.302511	8.00765	0.498983	0.388609	0.022915	2.0787e-06	1.65889e-07	8.39626	0.521898	294	6
tan	39	la_	1	1.11568	0.551602	0.148821	0.154086	0.034461	0.685513	0.559749	33522.8	70382.6	2.63001	0.106492	0.0275468	0.00551267	8.39031e-06	4.659e-05	2.65756	0.112051	3.55117	0.15554	0.0765379	0.015549	8.59458e-06	4.77144e-05	3.62772	0.171136	5.10781	0.279596	0.388605	0.0807465	2.07864e-06	4.659e-05	5.49642	0.360389	8.00765	0.498983	0.388605	0.0807465	2.07864e-06	1.14785e-05	8.39626	0.579741	0	53673968
hag	39	la_	1	1.11568	4.45132	0.00802785	200	0.176911	15	0.00374194	2.63001	0.106492	0.018757	0.000134143	0.000139148	2.32984e-06	2.6489	0.106628	3.55117	0.15554	0.0529294	0.000376147	0.000142194	2.38044e-06	3.60424	0.155918	5.10781	0.279596	0.2761	0.00194102	3.22057e-05	2.32984e-06	5.38394	0.281539	8.00765	0.498983	0.2761	0.00194102	3.22057e-05	5.36494e-07	8.28379	0.500924	32767	0
bis	39	la_	2	1.11568	0.543365	0.184992	0.159499	0.0467942	0.773549	0.674951	18452.7	46197.6	1.90785	0.0623916	0.0209521	0.00106637	7.1358e-06	5.58663e-07	1.92881	0.0634585	2.57849	0.0912253	0.0583822	0.00309857	7.30921e-06	5.7204e-07	2.63688	0.0943244	3.71408	0.164465	0.29791	0.0169676	1.7658e-06	5.58663e-07	4.01199	0.181433	5.81157	0.294111	0.29791	0.0169676	1.7658e-06	1.36962e-07	6.10948	0.311079	230	9
tan	39	la_	2	1.11568	0.543341	0.170942	0.159505	0.0403639	0.773502	0.634757	18446.6	44319.3	1.90785	0.0623916	0.0209526	0.00104744	7.13598e-06	5.50102e-07	1.92881	0.0634395	2.57849	0.0912253	0.0583837	0.00304248	7.3094e-06	5.63274e-07	2.63688	0.0942683	3.71408	0.164465	0.297918	0.0166509	1.76585e-06	5.50102e-07	4.012	0.181117	5.81157	0.294111	0.297918	0.0166509	1.76585e-06	1.34863e-07	6.10949	0.310762	0	53673968
hag	39	la_	2	1.11568	4.61447	0.0064626	200	0.120617	15	0.00240424	1.90785	0.0623916	0.0162197	9.24748e-05	9.95483e-05	1.3112e-06	1.92417	0.0624853	2.57849	0.0912253	0.0458191	0.0002596	0.000101734	1.33977e-06	2.62441	0.0914862	3.71408	0.164465	0.239429	0.00134208	2.30841e-05	1.3112e-06	3.95353	0.165809	5.81157	0.294111	0.239429	0.00134208	2.30841e-05	3.02569e-07	6.05102	0.295453	32767	0
bis	39	la_	3	1.11568	0.490512	0.09068	0.179057	0.0235502	1.02858	0.264734	5140.81	5245.3	1.24819	0.046677	0.0161068	0.000694514	5.68273e-06	4.98491e-07	1.26431	0.0473721	1.69932	0.0691264	0.0451484	0.00200167	5.82056e-06	5.10375e-07	1.74447	0.0711286	2.50077	0.12828	0.232805	0.0108145	1.40442e-06	4.98491e-07	2.73358	0.139095	3.95308	0.231915	0.232805	0.0108145	1.40442e-06	1.21862e-07	4.18588	0.24273	162	10
tan	39	la_	3	1.11568	0.490525	0.0837118	0.179054	0.0210264	1.02865	0.252344	5141.47	4868.62	1.24819	0.046677	0.016107	0.000685529	5.6827e-06	4.91713e-07	1.26431	0.0473631	1.69932	0.0691264	0.0451488	0.00197516	5.82052e-06	5.03436e-07	1.74447	0.0711021	2.50077	0.12828	0.232808	0.0106658	1.40441e-06	4.91713e-07	2.73358	0.138946	3.95308	0.231915	0.232808	0.0106658	1.40441e-06	1.20211e-07	4.18588	0.242581	0	53673968
hag	39	la_	3	1.11568	4.84026	0.00714426	200	0.178184	15	0.00335782	1.24819	0.046677	0.0133161	8.28213e-05	6.38015e-05	9.00389e-07	1.26157	0.0467608	1.69932	0.0691264	0.0376571	0.000232763	6.52099e-05	9.20121e-07	1.73704	0.0693601	2.50077	0.12828	0.197152	0.00120576	1.48444e-05	9.00389e-07	2.69794	0.129486	3.95308	0.231915	0.197152	0.00120576	1.48444e-05	2.08523e-07	4.15024	0.233121	32767	0
bis	39	la_	4	1.11568	0.468441	0.242633	0.1851	0.071872	1.07991	0.652077	2459.18	7247.33	0.756068	0.035963	0.010113	0.000588798	3.39033e-06	4.36408e-07	0.766184	0.0365522	1.03395	0.053227	0.0283633	0.00169759	3.47263e-06	4.46805e-07	1.06232	0.054925	1.53987	0.098392	0.14643	0.0091787	8.38315e-07	4.36408e-07	1.6863	0.107571	2.44284	0.176821	0.14643	0.0091787	8.38315e-07	1.06639e-07	2.58927	0.186	111	11
tan	39	la_	4	1.11568	0.468454	0.333719	0.185096	0.10588	1.07993	0.619286	2459.53	6951.64	0.756068	0.035963	0.0101131	0.000579777	3.39031e-06	4.29854e-07	0.766184	0.0365432	1.03395	0.053227	0.0283635	0.00167113	3.47261e-06	4.40096e-07	1.06232	0.0548986	1.53987	0.098392	0.146431	0.00903174	8.3831e-07	4.29854e-07	1.6863	0.107424	2.44284	0.176821	0.146431	0.00903174	8.3831e-07	1.05043e-07	2.58927	0.185853	0	53673968
hag	39	la_	4	1.11568	5.18376	0.00937596	200	0.356082	15	0.00593687	0.756068	0.035963	0.00992073	7.93876e-05	3.3031e-05	5.84618e-07	0.766022	0.0360429	1.03395	0.053227	0.0280939	0.00022344	3.37644e-05	5.97511e-07	1.06208	0.053451	1.53987	0.098392	0.147462	0.00116062	7.71323e-06	5.84618e-07	1.68734	0.0995532	2.44284	0.176821	0.147462	0.00116062	7.71323e-06	1.35936e-07	2.59031	0.177982	32767	0
bis	39	la_	5	1.11568	0.394658	0.040323	0.227584	0.021479	4.98518	6.25524	260.243	168.696	0.310983	0.015769	0.00483954	0.000268616	1.51752e-06	4.30922e-07	0.315824	0.016038	0.434934	0.024249	0.013601	0.000774547	1.55417e-06	4.4094e-07	0.448537	0.025024	0.691386	0.0490845	0.0704726	0.00418886	3.74033e-07	4.30922e-07	0.761859	0.0532738	1.13861	0.0927944	0.0704726	0.00418886	3.74033e-07	1.0367e-07	1.20908	0.0969834	60	46
tan	39	la_	5	1.11568	0.432639	0.0192664	0.2	0.0214498	2.17357	0.490751	646.261	20.1435	0.310983	0.015769	0.00501534	0.00027912	1.25107e-06	5.85346e-07	0.315999	0.0160487	0.434934	0.024249	0.0141167	0.00080781	1.2815e-06	5.99493e-07	0.449052	0.0250574	0.691386	0.0490845	0.0733385	0.00439276	3.09738e-07	5.85346e-07	0.764725	0.0534778	1.13861	0.0927944	0.0733385	0.00439276	3.09738e-07	1.44319e-07	1.21195	0.0971874	0	53673968
hag	39	la_	5	1.11568	5.88962	0.0104108	200	0.608131	15	0.00792705	0.310983	0.015769	0.00550305	4.69976e-05	9.41455e-06	1.69555e-07	0.316495	0.0158161	0.434934	0.024249	0.0156342	0.000132728	9.62618e-06	1.73345e-07	0.450578	0.0243819	0.691386	0.0490845	0.0825247	0.000693556	2.21567e-06	1.69555e-07	0.773913	0.0497782	1.13861	0.0927944	0.0825247	0.000693556	2.21567e-06	3.9758e-08	1.22113	0.093488	32767	0
bis	39	la_	6	1.11568	0.582185	0.11215	0.143303	0.0362481	2.75311	0.545113	2807.86	6860.51	0.069657	0.00564365	0.00153194	0.000206535	1.10951e-06	2.91724e-07	0.0711901	0.00585047	0.100807	0.00895549	0.00436891	0.000621252	1.14689e-06	3.0129e-07	0.105177	0.00957704	0.174666	0.0193152	0.0231746	0.0035909	3.36811e-07	2.91724e-07	0.197841	0.0229064	0.298718	0.0375056	0.0231746	0.0035909	3.36811e-07	8.70076e-08	0.321893	0.0410966	20	14
tan	39	la_	6	1.11568	0.582132	0.115114	0.143319	0.0355251	2.75292	0.543079	2804.72	7187.64	0.069657	0.00564365	0.00153184	0.000398896	1.10963e-06	5.07302e-06	0.07119	0.00604762	0.100807	0.00895549	0.00436863	0.00119973	1.14702e-06	5.24196e-06	0.105177	0.0101605	0.174666	0.0193152	0.0231729	0.00692025	3.36847e-07	5.07302e-06	0.197839	0.0262405	0.298718	0.0375056	0.0231729	0.00692025	3.36847e-07	1.52833e-06	0.321891	0.0444274	0	53673968
hag	39	la_	6	1.11568	7.2697	0.0204014	200	13.1083	15	0.085705	0.069657	0.00564365	0.00182802	2.84259e-05	4.5137e-06	1.31145e-07	0.0714896	0.0056722	0.100807	0.00895549	0.00524122	8.10475e-05	4.6552e-06	1.35233e-07	0.106053	0.00903667	0.174666	0.0193152	0.028053	0.00042973	1.30636e-06	1.31145e-07	0.20272	0.0197451	0.298718	0.0375056	0.028053	0.00042973	1.30636e-06	3.78173e-08	0.326772	0.0379354	32767	0
bis	0	la_	0	1.11568	0.5941	0.00578598	0.139212	0.00093483	0.491036	0.0589846	135865	8495.89	4.7313	0.160717	0.0985769	0.00366789	2.25365e-05	1.17294e-06	4.8299	0.164386	6.2114	0.228369	0.218279	0.00869486	2.31195e-05	1.20285e-06	6.4297	0.237065	8.06798	0.371369	0.821254	0.0371555	5.7964e-06	1.17294e-06	8.88924	0.408526	11.6329	0.593587	0.821254	0.0371555	5.7964e-06	2.98931e-07	12.4542	0.630743	0	0
