FIT	CollEn	particle	centrality	mass	beta	betaErr	temp	tempErr	n-v_prof	nErr	norm	normErr	dETdEta_data	dETdEta_d_err	dETdEtaLeft	dETdEtaLErr	dETdEtaRight	dETdEtaRErr	dETdEtaTotal	dETdEtaTErr	dETdy_d	dETdy_d_err	dETdyLeft	dETdyLErr	dETdyRight	dETdyRErr	dETdyTotal	dETdyTErr	dNdEta_d	dNdEta_d_err	dNdEtaLeft	dNdEtaLErr	dNdEtaRight	dNdEtaRErr	dNdEtaTotal	dNdEtaTErr	dNdy_d	dNdy_d_err	dNdyLeft	dNdyLErr	dNdyRight	dNdyRErr	dNdyTotal	dNdyTErr	Npart	NpartErr
hag	11.5	ala	1	1.11568	6.62275	0.0263809	200	126.919	15	0.0959717	0.79947	0.0832504	0.104662	0.00215621	6.64888e-05	2.54889e-06	0.904198	0.0854092	1.22893	0.144094	0.468816	0.00953078	6.92631e-05	2.65451e-06	1.69782	0.153627	0.294276	0.0318792	0.0455786	0.000938588	1.2964e-05	2.54889e-06	0.339867	0.0328204	0.462814	0.0566337	0.0455786	0.000938588	1.2964e-05	4.9555e-07	0.508406	0.0575728	32767	0
bis	11.5	ala	2	1.11568	0.683243	0.0858458	0.0866264	0.0227097	0.911582	0.535492	1.12947e+06	4.35928e+06	0.658113	0.0561904	0.0419149	0.0115311	5.45036e-06	6.73627e-07	0.700033	0.0677222	1.03252	0.098283	0.17293	0.0593537	5.70145e-06	7.04352e-07	1.20545	0.157637	0.244655	0.0216597	0.0182049	0.00504513	1.10659e-06	6.73627e-07	0.262861	0.0267055	0.392602	0.0388171	0.0182049	0.00504513	1.10659e-06	1.36252e-07	0.410808	0.0438624	226	8
tan	11.5	ala	2	1.11568	0.480481	0.032008	0.120525	0.00733514	0.0105844	3.64199	17146.1	10387.6	0.658113	0.0561904	0.0361979	0.00236766	6.11584e-06	7.19675e-06	0.694317	0.0585653	1.03252	0.098283	0.142441	0.0108801	6.39678e-06	7.52445e-06	1.17497	0.109171	0.244655	0.0216597	0.0157004	0.0010326	1.24029e-06	7.19675e-06	0.260357	0.0226995	0.392602	0.0388171	0.0157004	0.0010326	1.24029e-06	1.45452e-06	0.408304	0.0398512	0	53673968
hag	11.5	ala	2	1.11568	6.87076	0.021026	200	4.45625	15	0.0411614	0.658113	0.0561904	0.086483	0.00139341	4.70115e-05	1.39723e-06	0.744643	0.0575852	1.03252	0.098283	0.388269	0.00617361	4.89816e-05	1.4554e-06	1.42084	0.104458	0.244655	0.0216597	0.0376644	0.000606587	9.18194e-06	1.39723e-06	0.282329	0.0222677	0.392602	0.0388171	0.0376644	0.000606587	9.18194e-06	2.72143e-07	0.430276	0.039424	32767	0
bis	11.5	ala	3	1.11568	0.68738	0.0735455	0.0827484	0.0198293	1.14348	0.572911	1.70919e+06	6.31129e+06	0.466681	0.0499481	0.036556	0.0110331	2.62623e-06	3.9753e-07	0.50324	0.0609816	0.74622	0.0902886	0.155901	0.0574947	2.74785e-06	4.1564e-07	0.902124	0.147784	0.175056	0.0194734	0.0158936	0.00482891	5.3426e-07	3.9753e-07	0.19095	0.0243027	0.286166	0.0360319	0.0158936	0.00482891	5.3426e-07	8.03541e-08	0.30206	0.0408609	160	9
tan	11.5	ala	3	1.11568	0.550984	0.0126867	0.1115	0.00211289	0.409544	0.19109	30684.6	4662.94	0.466681	0.0499481	0.0297601	0.00516863	3.17778e-06	5.71101e-07	0.496444	0.0551173	0.74622	0.0902886	0.119661	0.0243438	3.32422e-06	5.96994e-07	0.865885	0.114633	0.175056	0.0194734	0.0129166	0.00225471	6.45216e-07	5.71101e-07	0.187973	0.0217287	0.286166	0.0360319	0.0129166	0.00225471	6.45216e-07	1.15227e-07	0.299083	0.0382867	0	53673968
hag	11.5	ala	3	1.11568	7.28634	0.0261803	200	4.07765	15	0.0420067	0.466681	0.0499481	0.063107	0.00123949	2.66083e-05	9.46657e-07	0.529815	0.0511885	0.74622	0.0902886	0.284487	0.00551577	2.77292e-05	9.86291e-07	1.03073	0.0958054	0.175056	0.0194734	0.0274875	0.000539658	5.20787e-06	9.46657e-07	0.202549	0.020014	0.286166	0.0360319	0.0274875	0.000539658	5.20787e-06	1.84807e-07	0.313659	0.0365717	32767	0
bis	11.5	ala	4	1.11568	0.716876	0.0358992	0.0659475	0.0100826	1.59787	0.549158	5.99159e+07	1.74397e+08	0.320392	0.0445621	0.0345327	0.0126085	5.16696e-07	6.43626e-07	0.354925	0.0571713	0.524051	0.0829154	0.156535	0.0666418	5.4102e-07	6.73174e-07	0.680587	0.149558	0.121581	0.0175842	0.0150416	0.00551976	1.05775e-07	6.43626e-07	0.136623	0.0231046	0.203035	0.0334083	0.0150416	0.00551976	1.05775e-07	1.30487e-07	0.218077	0.0389282	110	10
tan	11.5	ala	4	1.11568	0.452808	0.046426	0.111199	0.0116132	0.0100014	4.65351	22442.8	24882.7	0.320392	0.0445621	0.0218433	0.00212508	7.9926e-07	1.83953e-06	0.342236	0.0466891	0.524051	0.0829154	0.087031	0.0105036	8.36574e-07	1.92483e-06	0.611083	0.0934209	0.121581	0.0175842	0.00947832	0.000929216	1.63095e-07	1.83953e-06	0.131059	0.0185153	0.203035	0.0334083	0.00947832	0.000929216	1.63095e-07	3.74393e-07	0.212513	0.0343379	0	53673968
hag	11.5	ala	4	1.11568	118013	0.424264	199.735	109.651	14.9672	7.37879	0.320392	0.0445621	2.37324e-58	1.56025e-57	1.49494e-65	1.12753e-64	0.320392	0.0445621	0.524051	0.0829154	1.29096e-57	8.46756e-57	1.56227e-65	1.17826e-64	0.524051	0.0829154	0.121581	0.0175842	1.03982e-58	6.83562e-58	3.007e-66	1.12753e-64	0.121581	0.0175842	0.203035	0.0334083	1.03982e-58	6.83562e-58	3.007e-66	2.26707e-65	0.203035	0.0334083	32767	0
bis	11.5	ala	5	1.11568	0.588077	0.0194393	0.106701	0.00300018	1.67939	0.454045	24539.2	8454.57	0.167823	0.0226886	0.0203877	0.003163	7.16345e-07	1.39352e-07	0.188211	0.0258517	0.28576	0.0426776	0.090822	0.0155708	7.49486e-07	1.4571e-07	0.376582	0.0582486	0.064561	0.00899276	0.00887669	0.00138171	1.45651e-07	1.39352e-07	0.0734379	0.0103746	0.112257	0.0172553	0.00887669	0.00138171	1.45651e-07	2.81818e-08	0.121133	0.018637	59	45
tan	11.5	ala	5	1.11568	0.588159	0.38457	0.106682	0.0686034	1.67991	1.7789	24593	219405	0.167823	0.0226886	0.0203897	0.00843241	7.16238e-07	3.22073e-07	0.188213	0.0311213	0.28576	0.0426776	0.0908328	0.045366	7.49374e-07	3.36671e-07	0.376593	0.0880439	0.064561	0.00899276	0.00887755	0.00369459	1.4563e-07	3.22073e-07	0.0734387	0.0126877	0.112257	0.0172553	0.00887755	0.00369459	1.4563e-07	6.49717e-08	0.121134	0.0209499	0	53673968
hag	11.5	ala	5	1.11568	8.60492	0.035579	200	5.38916	15	0.0511488	0.167823	0.0226886	0.024234	0.000606565	5.00283e-06	2.15585e-07	0.192062	0.0232953	0.28576	0.0426776	0.110519	0.00273285	5.21649e-06	2.24746e-07	0.396284	0.0454107	0.064561	0.00899276	0.0105594	0.000264194	9.84567e-07	2.15585e-07	0.0751215	0.00925717	0.112257	0.0172553	0.0105594	0.000264194	9.84567e-07	4.23386e-08	0.122817	0.0175195	32767	0
bis	11.5	ala	6	1.11568	0.5931	0.219537	0.0760619	0.0513359	1.71155	1.93722	863820	9.65215e+06	0.0436351	0.00819406	0.00708381	0.00407457	2.27184e-06	1.33945e-06	0.0507211	0.01227	0.0773075	0.01587	0.0323899	0.0231352	2.47683e-06	1.4568e-06	0.1097	0.0390067	0.017135	0.00328961	0.00308648	0.00178795	5.78895e-07	1.33945e-06	0.020222	0.0050789	0.0308624	0.00647679	0.00308648	0.00178795	5.78895e-07	3.37762e-07	0.0339495	0.00826508	20	14
tan	11.5	ala	6	1.11568	0.574462	0.0282864	0.0800001	0.0756352	1.57837	0.797846	381796	98032.9	0.0436351	0.00819406	0.00688061	0.00212312	2.35958e-06	6.35904e-07	0.050518	0.0103178	0.0773075	0.01587	0.0311605	0.011154	2.57217e-06	6.92134e-07	0.108471	0.0270247	0.017135	0.00328961	0.0029971	0.000929352	6.00938e-07	6.35904e-07	0.0201327	0.0042196	0.0308624	0.00647679	0.0029971	0.000929352	6.00938e-07	1.60914e-07	0.0338601	0.0074063	0	53673968
hag	11.5	ala	6	1.11568	10.5094	0.0682933	200	14.6058	15	0.152879	0.0436351	0.00819406	0.00674412	0.000297327	1.15773e-05	7.59375e-07	0.0503908	0.00849214	0.0773075	0.01587	0.0311508	0.00135807	1.25353e-05	8.21836e-07	0.108471	0.0172289	0.017135	0.00328961	0.0029396	0.000129551	2.85819e-06	7.59375e-07	0.0200774	0.00341992	0.0308624	0.00647679	0.0029396	0.000129551	2.85819e-06	1.87058e-07	0.0338049	0.00660653	32767	0
bis	11.5	la_	0	1.11568	0.671902	0.00585963	0.0966855	0.00113127	1.11767	0.127666	8.10065e+06	1.26951e+06	3.41581	0.195416	0.0461456	0	1.5795e-05	0	3.46197	0.195416	4.76512	0.295453	0.129096	0	1.63395e-05	0	4.89424	0.295453	7.45689	0.570281	0.662521	0	4.86752e-06	0	8.11942	0.570281	11.9784	1.03701	0.662521	0	4.86752e-06	0	12.6409	1.03701	338	2
tan	11.5	la_	0	1.11568	0.536089	0.0123875	0.125442	0.00170625	0.433912	0.111614	363509	50561.6	3.41581	0.195416	0.0417293	0.00234518	1.79571e-05	7.63269e-06	3.45756	0.197769	4.76512	0.295453	0.115326	0.00713819	1.85743e-05	7.89392e-06	4.88047	0.302599	7.45689	0.570281	0.578733	0.0422063	5.52303e-06	7.63269e-06	8.03563	0.612495	11.9784	1.03701	0.578733	0.0422063	5.52303e-06	2.34098e-06	12.5571	1.07922	0	53673968
hag	11.5	la_	0	1.11568	4.8084	0.0142159	200	0.459323	15	0.00927349	3.41581	0.195416	0.0135559	0.000168026	0.000247	6.57053e-06	3.42961	0.195591	4.76512	0.295453	0.0384253	0.000473349	0.000254521	6.76878e-06	4.8038	0.295933	7.45689	0.570281	0.201714	0.00245876	7.01289e-05	6.57053e-06	7.65867	0.572746	11.9784	1.03701	0.201714	0.00245876	7.01289e-05	1.8542e-06	12.1802	1.03947	32767	0
bis	11.5	la_	1	1.11568	0.55037	7.60398e-07	0.091492	0.00102186	-0.108981	9.1085e-08	8.29969e+06	1.46755e+06	2.71256	0.193997	0.01329	0.000496074	0.000102427	3.08215e-06	2.72596	0.194496	3.79521	0.294446	0.0346276	0.00127758	0.000105195	3.16343e-06	3.82994	0.295727	5.99687	0.574237	0.155115	0.00558956	2.6798e-05	3.08215e-06	6.15201	0.579829	9.7156	1.05248	0.155115	0.00558956	2.6798e-05	8.1388e-07	9.87074	1.05807	291	6
tan	11.5	la_	1	1.11568	0.529955	0.150598	0.130584	0.0283859	0.53862	0.65185	198054	453280	2.71256	0.193997	0.0357103	0.0228442	1.7372e-05	0.000117847	2.74829	0.216959	3.79521	0.294446	0.0992776	0.0683278	1.79674e-05	0.000121857	3.8945	0.362896	5.99687	0.574237	0.503591	0.389749	5.33289e-06	0.000117847	6.50047	0.964103	9.7156	1.05248	0.503591	0.389749	5.33289e-06	3.6005e-05	10.2192	1.44226	0	53673968
hag	11.5	la_	1	1.11568	4.91153	0.0162534	200	0.700267	15	0.0139232	2.71256	0.193997	0.0123926	0.000174568	0.000203882	6.11966e-06	2.72516	0.194178	3.79521	0.294446	0.0351478	0.000492072	0.000210101	6.30466e-06	3.83057	0.294945	5.99687	0.574237	0.184686	0.0025586	5.79521e-05	6.11966e-06	6.18161	0.576801	9.7156	1.05248	0.184686	0.0025586	5.79521e-05	1.72918e-06	9.90034	1.05504	32767	0
bis	11.5	la_	2	1.11568	0.519636	0.199612	0.131675	0.0392127	0.581925	0.897814	138686	414311	1.9596	0.117611	0.0280424	0.00233347	1.10696e-05	9.75432e-07	1.98765	0.119946	2.75543	0.17996	0.0781981	0.00680767	1.14494e-05	1.00832e-06	2.83364	0.186769	4.40514	0.355934	0.398836	0.0374824	3.40051e-06	9.75432e-07	4.80398	0.393418	7.1525	0.652621	0.398836	0.0374824	3.40051e-06	2.96275e-07	7.55134	0.690104	226	8
tan	11.5	la_	2	1.11568	0.433815	0.027434	0.146501	0.000672163	1.09503	4.31993	57049.1	0.0213321	1.9596	0.117611	0.0377748	0	5.06937e-06	0	1.99738	0.117611	2.75543	0.17996	0.107242	0	5.24364e-06	0	2.86268	0.17996	4.40514	0.355934	0.564332	0	1.55932e-06	0	4.96947	0.355934	7.1525	0.652621	0.564332	0	1.55932e-06	0	7.71683	0.652621	0	53673968
hag	11.5	la_	2	1.11568	5.17178	0.0140144	200	0.465031	15	0.00846702	1.9596	0.117611	0.00990913	0.000118561	0.000127185	3.18632e-06	1.96964	0.117733	2.75543	0.17996	0.0281412	0.00033466	0.000131081	3.28312e-06	2.7837	0.180298	4.40514	0.355934	0.148201	0.00174425	3.62548e-05	3.18632e-06	4.55337	0.357682	7.1525	0.652621	0.148201	0.00174425	3.62548e-05	9.03241e-07	7.30073	0.654366	32767	0
bis	11.5	la_	3	1.11568	0.548233	0.0132834	0.128741	0.00223781	0.9007	0.18945	112741	20114.4	1.19094	0.0896683	0.0189478	0.00173282	7.21206e-06	6.47101e-07	1.20989	0.0914018	1.68343	0.138782	0.0531614	0.00506384	7.45912e-06	6.6894e-07	1.7366	0.143847	2.72383	0.281949	0.274098	0.0279595	2.2133e-06	6.47101e-07	2.99793	0.309909	4.43166	0.525512	0.274098	0.0279595	2.2133e-06	1.96665e-07	4.70576	0.553471	160	9
tan	11.5	la_	3	1.11568	0.489962	0.0136598	0.140024	0.000653108	0.646438	0.216382	48933	1155.24	1.19094	0.0896683	0.0188449	0.00179155	7.25972e-06	7.42564e-07	1.20979	0.0914606	1.68343	0.138782	0.0528492	0.0052248	7.50836e-06	7.6757e-07	1.73629	0.144008	2.72383	0.281949	0.27227	0.0287486	2.22761e-06	7.42564e-07	2.9961	0.310699	4.43166	0.525512	0.27227	0.0287486	2.22761e-06	2.25357e-07	4.70393	0.554261	0	53673968
hag	11.5	la_	3	1.11568	5.50667	0.0174973	200	0.692353	15	0.0114301	1.19094	0.0896683	0.00746346	0.00010939	7.07619e-05	2.12614e-06	1.19847	0.0897799	1.68343	0.138782	0.0212331	0.000309347	7.29402e-05	2.19109e-06	1.70474	0.139094	2.72383	0.281949	0.112152	0.00161735	2.02356e-05	2.12614e-06	2.836	0.283569	4.43166	0.525512	0.112152	0.00161735	2.02356e-05	6.04887e-07	4.54383	0.52713	32767	0
bis	11.5	la_	4	1.11568	0.475184	0.021015	0.140377	0.0031524	0.845574	0.277916	31550	6669.25	0.702969	0.0679779	0.0132252	0.00131444	3.0333e-06	3.75648e-07	0.716197	0.0692927	1.01159	0.107683	0.0372924	0.00383442	3.13746e-06	3.88352e-07	1.04888	0.111517	1.71898	0.229891	0.194013	0.0211148	9.32326e-07	3.75648e-07	1.91299	0.251006	2.88437	0.439997	0.194013	0.0211148	9.32326e-07	1.14317e-07	3.07838	0.461112	110	10
tan	11.5	la_	4	1.11568	0.47454	0.0210699	0.1405	0.00315471	0.843121	0.277327	31290.6	6611.08	0.702969	0.0679779	0.0132268	0.000765095	3.03355e-06	1.85396e-06	0.716199	0.0687449	1.01159	0.107683	0.0372972	0.00224798	3.13771e-06	1.91734e-06	1.04889	0.109932	1.71898	0.229891	0.194041	0.0127989	9.32399e-07	1.85396e-06	1.91302	0.242692	2.88437	0.439997	0.194041	0.0127989	9.32399e-07	5.68219e-07	3.07841	0.452797	0	53673968
hag	11.5	la_	4	1.11568	5.94726	0.0221463	200	1.10155	15	0.0163047	0.702969	0.0679779	0.00519335	9.40184e-05	3.38927e-05	1.22557e-06	0.708196	0.0680731	1.01159	0.107683	0.0147994	0.000266347	3.49422e-05	1.26325e-06	1.02642	0.10795	1.71898	0.229891	0.0784087	0.00139708	9.72962e-06	1.22557e-06	1.79739	0.231289	2.88437	0.439997	0.0784087	0.00139708	9.72962e-06	3.50181e-07	2.96279	0.441395	32767	0
bis	11.5	la_	5	1.11568	0.696482	0.00706347	0.0825027	0.0014178	2.24101	0.350261	8.90386e+06	2.40489e+06	0.271107	0.0277014	0.00675373	0	3.94466e-07	0	0.277861	0.0277014	0.395033	0.043823	0.0195476	0	4.08214e-07	0	0.414581	0.043823	0.691446	0.0927662	0.106449	0	1.22427e-07	0	0.797895	0.0927662	1.17504	0.175313	0.106449	0	1.22427e-07	0	1.28149	0.175313	59	45
tan	11.5	la_	5	1.11568	0.663909	0.0521678	0.0908768	0.0126024	1.83411	0.641148	2.06905e+06	4.23379e+06	0.271107	0.0277014	0.00613442	0.00118936	4.49343e-07	5.47281e-08	0.277241	0.0288908	0.395033	0.043823	0.0175542	0.00367133	4.64966e-07	5.66089e-08	0.412587	0.0474944	0.691446	0.0927662	0.0937418	0.0221143	1.39242e-07	5.47281e-08	0.785188	0.114881	1.17504	0.175313	0.0937418	0.0221143	1.39242e-07	1.68312e-08	1.26878	0.197427	0	53673968
hag	11.5	la_	5	1.11568	7.03618	0.0292493	200	1.29813	15	0.014296	0.271107	0.0277014	0.00219049	4.94244e-05	6.33469e-06	2.69922e-07	0.273303	0.0277511	0.395033	0.043823	0.00627116	0.000140701	6.53301e-06	2.78323e-07	0.40131	0.043964	0.691446	0.0927662	0.0334906	0.000744272	1.83177e-06	2.69922e-07	0.724939	0.0935107	1.17504	0.175313	0.0334906	0.000744272	1.83177e-06	7.77547e-08	1.20853	0.176057	32767	0
bis	11.5	la_	6	1.11568	0.78434	0.553932	0.185124	0.00505598	962.611	3652.88	359.441	96.9718	0.0614251	0.00817101	0.00179482	0.000151525	1.91127e-06	2.37536e-06	0.0632218	0.00832491	0.0932841	0.0135928	0.00514468	0.000440417	1.99244e-06	2.46521e-06	0.0984307	0.0140357	0.179315	0.0317229	0.0274562	0.00240514	6.7306e-07	2.37536e-06	0.206772	0.0341304	0.317989	0.0629038	0.0274562	0.00240514	6.7306e-07	7.75484e-07	0.345445	0.0653097	20	14
tan	11.5	la_	6	1.11568	0.304553	0.454009	0.172476	0.0141414	5	4.98817	638.925	475.652	0.0614251	0.00817101	0.00184637	0.00020095	6.90818e-07	2.48919e-07	0.0632722	0.00837221	0.0932841	0.0135928	0.00530078	0.000589974	7.22634e-07	2.60106e-07	0.0985856	0.014183	0.179315	0.0317229	0.0283646	0.00327522	2.56923e-07	2.48919e-07	0.207679	0.0349984	0.317989	0.0629038	0.0283646	0.00327522	2.56923e-07	9.10606e-08	0.346353	0.0661791	0	53673968
hag	11.5	la_	6	1.11568	8.09793	0.037805	200	3.01809	15	0.034439	0.0614251	0.00817101	0.000969778	2.67958e-05	5.34498e-06	2.55648e-07	0.0624002	0.00819806	0.0932841	0.0135928	0.00280157	7.69967e-05	5.57103e-06	2.66396e-07	0.0960912	0.0136701	0.179315	0.0317229	0.0151528	0.000412725	1.87557e-06	2.55648e-07	0.194469	0.0321359	0.317989	0.0629038	0.0151528	0.000412725	1.87557e-06	8.93462e-08	0.333143	0.0633166	32767	0
bis	19.6	ala	0	1.11568	0.609999	0.00443572	0.0740453	0.00153382	-0.0970383	0.00156656	3.53274e+07	1.1756e+07	2.78132	0.0933275	0.034885	0	1.49102e-05	0	2.81622	0.0933275	4.1803	0.147895	0.102689	0	1.53433e-05	0	4.28301	0.147895	1.0113	0.0343109	0.0149926	0	2.54105e-06	0	1.02629	0.0343109	1.55595	0.0560254	0.0149926	0	2.54105e-06	0	1.57094	0.0560254	338	2
tan	19.6	ala	0	1.11568	0.592212	0.13183	0.118171	0.0236489	0.305175	0.506696	81404	185736	2.78132	0.0933275	0.120716	0.135244	3.81427e-06	2.6384e-05	2.90204	0.228598	4.1803	0.147895	0.463823	0.604921	3.9337e-06	2.7205e-05	4.64413	0.752843	1.0113	0.0343109	0.0523065	0.0589051	6.70762e-07	2.6384e-05	1.06361	0.0932424	1.55595	0.0560254	0.0523065	0.0589051	6.70762e-07	4.62801e-06	1.60825	0.114935	0	53673968
hag	19.6	ala	0	1.11568	5.69042	0.00883254	200	0.216333	15	0.00321477	2.78132	0.0933275	0.221978	0.00160048	5.631e-05	8.47939e-07	3.00335	0.0949288	4.1803	0.147895	0.979212	0.00696036	5.79062e-05	8.71818e-07	5.15957	0.154856	1.0113	0.0343109	0.0966018	0.000696181	9.4891e-06	8.47939e-07	1.10791	0.0350079	1.55595	0.0560254	0.0966018	0.000696181	9.4891e-06	1.42482e-07	1.65256	0.0567217	32767	0
bis	19.6	ala	1	1.11568	0.591487	0.0720958	0.119805	0.0128875	0.299539	0.271758	57646.2	67549.3	2.3113	0.0897774	0.0986642	0.00521583	3.05297e-08	4.31295e-09	2.40996	0.0949932	3.46182	0.141682	0.379713	0.0239956	3.11247e-08	4.39617e-09	3.84153	0.165678	0.838949	0.0329332	0.0427544	0.00227312	4.45336e-09	4.31295e-09	0.881704	0.0352063	1.28625	0.0535636	0.0427544	0.00227312	4.45336e-09	6.26458e-10	1.329	0.0558368	289	6
tan	19.6	ala	1	1.11568	0.591434	0.0712624	0.119815	0.0127132	0.299325	0.268108	57597.5	67144.3	2.3113	0.0897774	0.0986607	0.00521475	3.05293e-08	4.31117e-09	2.40996	0.0949921	3.46182	0.141682	0.379696	0.0239874	3.11243e-08	4.39436e-09	3.84151	0.16567	0.838949	0.0329332	0.0427529	0.00227265	4.4533e-09	4.31117e-09	0.881702	0.0352058	1.28625	0.0535636	0.0427529	0.00227265	4.4533e-09	6.26206e-10	1.329	0.0558363	0	53673968
hag	19.6	ala	1	1.11568	5.99172	0.0109131	200	0.216696	15	0.00259386	2.3113	0.0897774	0.17374	0.00152247	3.59315e-06	6.94831e-08	2.48504	0.0912999	3.46182	0.141682	0.76948	0.0066492	3.65638e-06	7.07004e-08	4.2313	0.148332	0.838949	0.0329332	0.0756207	0.000662354	5.00905e-07	6.94831e-08	0.914571	0.0335956	1.28625	0.0535636	0.0756207	0.000662354	5.00905e-07	9.66697e-09	1.36187	0.054226	32767	0
bis	19.6	ala	2	1.11568	0.749675	0.00226415	0.0791718	0.000488655	1.27569	0.0569099	1.17351e+07	1.15372e+06	1.79112	0.055885	0.122177	0	1.58935e-07	0	1.91329	0.055885	2.75865	0.0922473	0.524014	0	1.62972e-07	0	3.28266	0.0922473	0.657128	0.0208188	0.0531128	0	2.57793e-08	0	0.710241	0.0208188	1.03752	0.0354704	0.0531128	0	2.57793e-08	0	1.09063	0.0354704	225	9
tan	19.6	ala	2	1.11568	0.581298	0.0995013	0.1242	0.0194726	0.445866	0.399683	32284	54646.4	1.79112	0.055885	0.0950126	0.00809196	3.56632e-07	1.46209e-06	1.88613	0.0639784	2.75865	0.0922473	0.378962	0.0215456	3.65607e-07	1.49865e-06	3.13761	0.113794	0.657128	0.0208188	0.041213	0.00347672	5.76154e-08	1.46209e-06	0.698341	0.0242969	1.03752	0.0354704	0.041213	0.00347672	5.76154e-08	2.35565e-07	1.07873	0.0389474	0	53673968
hag	19.6	ala	2	1.11568	6.0645	0.00811729	200	0.190864	15	0.00234559	1.79112	0.055885	0.164573	0.00106869	1.10196e-05	1.5128e-07	1.9557	0.0569538	2.75865	0.0922473	0.727899	0.00466098	1.12713e-05	1.54718e-07	3.48656	0.0969085	0.657128	0.0208188	0.0716223	0.000464877	1.70663e-06	1.5128e-07	0.728752	0.0212838	1.03752	0.0354704	0.0716223	0.000464877	1.70663e-06	2.33745e-08	1.10914	0.0359353	32767	0
bis	19.6	ala	3	1.11568	0.690367	0.0463085	0.0931139	0.0126739	1.08858	0.29488	801215	1.50724e+06	1.2572	0.0445578	0.0876535	0.0105939	4.74471e-09	5.4907e-10	1.34486	0.0551517	1.96916	0.0741096	0.368427	0.0558202	4.83777e-09	5.59511e-10	2.33759	0.12993	0.465979	0.0167195	0.038085	0.00463856	6.9398e-10	5.4907e-10	0.504064	0.021358	0.74731	0.0286396	0.038085	0.00463856	6.9398e-10	7.92605e-11	0.785395	0.0332782	158	10
tan	19.6	ala	3	1.11568	0.690341	0.0523575	0.0931211	0.014093	1.08842	0.332689	800362	1.71623e+06	1.2572	0.0445578	0.0876481	0.0118503	4.74575e-09	5.82289e-10	1.34485	0.0564081	1.96916	0.0741096	0.368398	0.0626228	4.83882e-09	5.93316e-10	2.33756	0.136732	0.465979	0.0167195	0.0380826	0.00518925	6.94131e-10	5.82289e-10	0.504061	0.0219087	0.74731	0.0286396	0.0380826	0.00518925	6.94131e-10	8.39101e-11	0.785392	0.0338288	0	53673968
hag	19.6	ala	3	1.11568	6.97131	0.011885	200	0.141811	15	0.00151699	1.2572	0.0445578	0.080772	0.00073211	6.9775e-07	1.31562e-08	1.33798	0.0452899	1.96916	0.0741096	0.361363	0.00323208	7.10118e-07	1.33885e-08	2.33052	0.0773417	0.465979	0.0167195	0.0351676	0.000318617	9.7584e-08	1.31562e-08	0.501146	0.0170381	0.74731	0.0286396	0.0351676	0.000318617	9.7584e-08	1.83688e-09	0.782477	0.0289582	32767	0
bis	19.6	ala	4	1.11568	0.636027	0.0582208	0.106444	0.0143952	1.15783	0.342712	104337	173184	0.841942	0.0389066	0.0699557	0.00662696	5.98804e-08	7.96216e-09	0.911898	0.0455336	1.35814	0.0676512	0.297409	0.0343145	6.14031e-08	8.16389e-09	1.65555	0.101966	0.316007	0.0148426	0.0304048	0.0028995	9.71521e-09	7.96216e-09	0.346412	0.0177421	0.521881	0.0265622	0.0304048	0.0028995	9.71521e-09	1.2899e-09	0.552285	0.0294617	108	11
tan	19.6	ala	4	1.11568	0.635992	0.0600283	0.106453	0.0147226	1.15764	0.352475	104232	179603	0.841942	0.0389066	0.0699537	0.0220414	5.9887e-08	2.34829e-07	0.911896	0.0609483	1.35814	0.0676512	0.297397	0.107076	6.14099e-08	2.40772e-07	1.65554	0.174728	0.316007	0.0148426	0.030404	0.00962492	9.71627e-09	2.34829e-07	0.346411	0.0244677	0.521881	0.0265622	0.030404	0.00962492	9.71627e-09	3.80252e-08	0.552284	0.0361871	0	53673968
hag	19.6	ala	4	1.11568	7.03988	0.0132998	200	0.277913	15	0.00318572	0.841942	0.0389066	0.0769608	0.000778003	2.36171e-06	4.77675e-08	0.918905	0.0396846	1.35814	0.0676512	0.343847	0.00342998	2.41633e-06	4.88673e-08	1.70199	0.0710812	0.316007	0.0148426	0.0335043	0.000338549	3.67693e-07	4.77675e-08	0.349512	0.0151812	0.521881	0.0265622	0.0335043	0.000338549	3.67693e-07	7.42234e-09	0.555385	0.0269007	32767	0
bis	19.6	ala	5	1.11568	0.549011	0.173002	0.127045	0.041167	1.31411	0.803551	7920.75	26836.3	0.413135	0.0192894	0.0430272	0.00350687	2.81881e-08	7.23912e-09	0.456162	0.0227963	0.68169	0.0338114	0.186617	0.0180986	2.89052e-08	7.42178e-09	0.868306	0.05191	0.156848	0.00740691	0.0187131	0.00153418	4.57402e-09	7.23912e-09	0.175561	0.0089411	0.264594	0.0133342	0.0187131	0.00153418	4.57402e-09	1.17067e-09	0.283307	0.0148683	58	44
tan	19.6	ala	5	1.11568	0.548963	0.0102785	0.127056	0.00170887	1.31391	0.156528	7913.57	1110.05	0.413135	0.0192894	0.0430266	0.00199829	2.81908e-08	3.36907e-09	0.456162	0.0212877	0.68169	0.0338114	0.186613	0.00957993	2.8908e-08	3.45411e-09	0.868303	0.0433913	0.156848	0.00740691	0.0187129	0.000872017	4.57446e-09	3.36907e-09	0.175561	0.00827893	0.264594	0.0133342	0.0187129	0.000872017	4.57446e-09	5.44874e-10	0.283307	0.0142062	0	53673968
