FIT	CollEn	particle	centrality	mass	dETdEta_data	dETdEta_d_err	dETdEtaLeft	dETdEtaLErr	dETdEtaRight	dETdEtaRErr	dETdEtaTotal	dETdEtaTErr	dETdy_d	dETdy_d_err	dETdyLeft	dETdyLErr	dETdyRight	dETdyRErr	dETdyTotal	dETdyTErr	dNdEta_d	dNdEta_d_err	dNdEtaLeft	dNdEtaLErr	dNdEtaRight	dNdEtaRErr	dNdEtaTotal	dNdEtaTErr	dNdy_d	dNdy_d_err	dNdyLeft	dNdyLErr	dNdyRight	dNdyRErr	dNdyTotal	dNdyTErr	Npart	NpartErr
hag	200	pi+	3	0.13957	39.575	0.792251	11.2469	0.153452	3.27059	0.0845529	54.0925	1.03026	41.6687	0.834674	19.4661	0.283977	3.29767	0.0851304	64.4324	1.20378	83.2463	1.63711	54.4801	0.771474	2.91038	0.0845529	140.637	2.49313	88.605	1.75067	54.4801	0.771474	2.91038	0.067556	145.996	2.5897	168	5
bis	200	pi+	4	0.13957	26.3293	0.518777	6.28014	0.0973165	3.60175	0.0472457	36.2112	0.663339	27.7446	0.547519	10.2174	0.160896	3.62438	0.0474695	41.5863	0.755884	55.7512	1.08915	29.5375	0.466624	2.70505	0.0472457	87.9938	1.60302	59.4015	1.16704	29.5375	0.466624	2.70505	0.0291046	91.6441	1.66277	117	5
tan	200	pi+	4	0.13957	26.3293	0.518777	6.34047	0.10668	1.68326	0.0750195	34.3531	0.700476	27.7446	0.547519	10.4734	0.199946	1.69823	0.07549	39.9163	0.822956	55.7512	1.08915	30.0309	0.540585	1.56357	0.0750195	87.3457	1.70476	59.4015	1.16704	30.0309	0.540585	1.56357	0.0577996	90.996	1.76542	117	5
hag	200	pi+	4	0.13957	26.3293	0.518777	7.62795	0.964584	2.05997	0.174647	36.0173	1.65801	27.7446	0.547519	13.2304	1.62515	2.07715	0.17639	43.0522	2.34906	55.7512	1.08915	36.9927	4.60772	1.84115	0.174647	94.585	5.87152	59.4015	1.16704	36.9927	4.60772	1.84115	0.180218	98.2353	5.95497	117	5
bis	200	pi+	5	0.13957	17.1323	0.337242	4.21525	0	2.15579	0	23.5033	0.337242	18.0552	0.356139	6.90262	0	2.16938	0	27.1272	0.356139	36.3502	0.7128	19.8831	0	1.61538	0	57.8487	0.7128	38.7285	0.764082	19.8831	0	1.61538	0	60.227	0.764082	78	5
tan	200	pi+	5	0.13957	17.1323	0.337242	3.97893	0	0.798761	0	21.91	0.337242	18.0552	0.356139	6.52348	0	0.806471	0	25.3852	0.356139	36.3502	0.7128	18.7679	0	0.777788	0	55.8959	0.7128	38.7285	0.764082	18.7679	0	0.777788	0	58.2742	0.764082	78	5
hag	200	pi+	5	0.13957	17.1323	0.337242	5.15249	0.0712257	1.26597	0.031371	23.5507	0.439838	18.0552	0.356139	8.95737	0.132322	1.27666	0.0315918	28.2893	0.520054	36.3502	0.7128	25.019	0.358781	1.1394	0.031371	62.5087	1.10295	38.7285	0.764082	25.019	0.358781	1.1394	0.0255053	64.887	1.14837	78	5
bis	200	pi+	6	0.13957	10.5896	0.202509	2.68815	0	1.32667	0	14.6045	0.202509	11.1671	0.214134	4.39874	0	1.33505	0	16.9009	0.214134	22.5915	0.433323	12.6822	0	0.997743	0	36.2715	0.433323	24.0871	0.465081	12.6822	0	0.997743	0	37.767	0.465081	49	5
tan	200	pi+	6	0.13957	10.5896	0.202509	2.72134	0.0475012	0.621404	0.0270942	13.9324	0.277105	11.1671	0.214134	4.51533	0.090232	0.626991	0.0272654	16.3094	0.331631	22.5915	0.433323	12.9228	0.242418	0.580765	0.0270942	36.0951	0.702834	24.0871	0.465081	12.9228	0.242418	0.580765	0.0209739	37.5907	0.728473	49	5
hag	200	pi+	6	0.13957	10.5896	0.202509	3.39302	0.0553989	0.844228	0.113718	14.8269	0.371626	11.1671	0.214134	5.94657	0.0865555	0.851032	0.114479	17.9647	0.415168	22.5915	0.433323	16.5457	0.253889	0.738036	0.113718	39.8753	0.800929	24.0871	0.465081	16.5457	0.253889	0.738036	0.0891078	41.3709	0.808078	49	5
bis	200	pi+	7	0.13957	6.12246	0.119441	1.63512	0.031195	0.725136	0.041517	8.48271	0.192152	6.46179	0.126456	2.68183	0.0474602	0.729763	0.0417376	9.87338	0.215654	13.1617	0.258541	7.72686	0.14485	0.548987	0.041517	21.4375	0.444908	14.0459	0.277839	7.72686	0.14485	0.548987	0.0281846	22.3217	0.450873	29	4
tan	200	pi+	7	0.13957	6.12246	0.119441	1.65352	0.522079	0.333074	0.215924	8.10906	0.857444	6.46179	0.126456	2.75433	0.841679	0.336097	0.217817	9.55222	1.18595	13.1617	0.258541	7.86975	2.43861	0.312924	0.215924	21.3444	2.91308	14.0459	0.277839	7.86975	2.43861	0.312924	0.198961	22.2286	2.91541	29	4
hag	200	pi+	7	0.13957	6.12246	0.119441	2.42887	0.00591384	0.482758	0.00333055	9.03409	0.128685	6.46179	0.126456	4.36161	0.00978631	0.486457	0.00335453	11.3099	0.139597	13.1617	0.258541	11.9937	0.0280182	0.408014	0.00333055	25.5634	0.28989	14.0459	0.277839	11.9937	0.0280182	0.408014	0.00271305	26.4476	0.308571	29	4
bis	200	pi+	8	0.13957	3.11905	0.0628391	0.875649	0.022767	0.34502	0.0327342	4.33971	0.11834	3.29476	0.0665931	1.44137	0.0319349	0.347239	0.0329329	5.08337	0.131461	6.75853	0.13738	4.14647	0.103132	0.262427	0.0327342	11.1674	0.273246	7.21899	0.147737	4.14647	0.103132	0.262427	0.0249751	11.6279	0.275843	16	3
tan	200	pi+	8	0.13957	3.11905	0.0628391	0.8894	0.279507	0.157582	0.101513	4.16603	0.443859	3.29476	0.0665931	1.48778	0.452148	0.159026	0.102413	4.94156	0.621154	6.75853	0.13738	4.24316	1.30822	0.148878	0.101513	11.1506	1.54712	7.21899	0.147737	4.24316	1.30822	0.148878	0.0941459	11.611	1.5501	16	3
hag	200	pi+	8	0.13957	3.11905	0.0628391	1.66066	0.00464576	0.175994	0.00122905	4.9557	0.068714	3.29476	0.0665931	3.07035	0.00794649	0.177413	0.00123854	6.54252	0.0757781	6.75853	0.13738	8.32265	0.0224133	0.153419	0.00122905	15.2346	0.161023	7.21899	0.147737	8.32265	0.0224133	0.153419	0.00104369	15.6951	0.171194	16	3
bis	200	pi-	0	0.13957	91.3383	1.85043	21.4284	0.319385	14.4048	1.43462	127.171	3.60444	96.2868	1.9509	34.9463	0.54432	14.5026	1.44206	145.736	3.93728	195.065	3.8714	100.785	1.5229	11.1376	1.43462	306.988	6.82892	207.768	4.13943	100.785	1.5229	11.1376	1.00309	319.69	6.66541	350	3
tan	200	pi-	0	0.13957	91.3383	1.85043	21.981	2.65582	7.62113	3.90798	120.94	8.41424	96.2868	1.9509	36.1695	5.04579	7.69407	3.94158	140.15	10.9383	195.065	3.8714	103.872	13.687	7.32505	3.90798	306.262	21.4663	207.768	4.13943	103.872	13.687	7.32505	3.53886	318.965	21.3652	350	3
hag	200	pi-	0	0.13957	91.3383	1.85043	20.2506	0.0408832	15.8726	0.160379	127.462	2.05169	96.2868	1.9509	34.2998	0.0630809	15.9973	0.16145	146.584	2.17543	195.065	3.8714	96.9248	0.185902	13.5557	0.160379	305.546	4.21768	207.768	4.13943	96.9248	0.185902	13.5557	0.124729	318.248	4.45006	350	3
bis	200	pi-	1	0.13957	72.8208	1.45437	17.2675	0.228425	11.282	0.247039	101.37	1.92983	76.7772	1.53496	28.1819	0.394637	11.3588	0.248339	116.318	2.17793	155.737	3.07144	81.2511	1.1125	8.74082	0.247039	245.729	4.43097	165.901	3.28802	81.2511	1.1125	8.74082	0.167151	255.893	4.56767	299	4
tan	200	pi-	1	0.13957	72.8208	1.45437	17.7208	0.317429	5.9791	0.396242	96.5207	2.16804	76.7772	1.53496	29.1827	0.61364	6.03645	0.398761	111.996	2.54736	155.737	3.07144	83.7798	1.63181	5.75379	0.396242	245.27	5.09949	165.901	3.28802	83.7798	1.63181	5.75379	0.306083	255.435	5.22592	299	4
hag	200	pi-	1	0.13957	72.8208	1.45437	18.3173	0.0367891	9.77203	0.0918669	100.91	1.58303	76.7772	1.53496	31.3043	0.0572505	9.854	0.0925422	117.935	1.68475	155.737	3.07144	88.111	0.168173	8.68017	0.0918669	252.528	3.33148	165.901	3.28802	88.111	0.168173	8.68017	0.0756166	262.693	3.53181	299	4
bis	200	pi-	2	0.13957	54.7764	1.06446	13.0827	0	9.236	0	77.0951	1.06446	57.7535	1.12424	21.186	0	9.29836	0	88.2379	1.12424	117.172	2.26333	61.3693	0	7.1511	0	185.692	2.26333	124.821	2.42463	61.3693	0	7.1511	0	193.341	2.42463	234	5
tan	200	pi-	2	0.13957	54.7764	1.06446	13.3915	0.267026	4.48583	0.315635	72.6538	1.64712	57.7535	1.12424	22.0547	0.527756	4.52883	0.317603	84.337	1.9696	117.172	2.26333	63.3163	1.38945	4.31485	0.315635	184.803	3.96842	124.821	2.42463	63.3163	1.38945	4.31485	0.241376	192.452	4.05546	234	5
hag	200	pi-	2	0.13957	54.7764	1.06446	15.9768	0.22645	5.57606	0.149593	76.3292	1.4405	57.7535	1.12424	27.5999	0.419043	5.62578	0.150669	90.9792	1.69395	117.172	2.26333	77.3109	1.13856	5.13458	0.149593	199.617	3.55148	124.821	2.42463	77.3109	1.13856	5.13458	0.122183	207.266	3.68538	234	5
bis	200	pi-	3	0.13957	39.8847	0.798111	9.35471	0	5.21078	0	54.4502	0.798111	41.998	0.840921	15.2989	0	5.24341	0	62.5403	0.840921	83.9688	1.65098	44.076	0	3.88514	0	131.93	1.65098	89.379	1.76559	44.076	0	3.88514	0	137.34	1.76559	168	5
tan	200	pi-	3	0.13957	39.8847	0.798111	9.53425	0.829356	2.63673	1.00694	52.0557	2.6344	41.998	0.840921	15.7272	1.57884	2.66007	1.01505	60.3853	3.43481	83.9688	1.65098	45.1228	4.27864	2.44298	1.00694	131.535	6.93656	89.379	1.76559	45.1228	4.27864	2.44298	0.885101	136.945	6.92933	168	5
hag	200	pi-	3	0.13957	39.8847	0.798111	11.4561	0.15678	3.22756	0.0832232	54.5684	1.03811	41.998	0.840921	19.8445	0.290421	3.25439	0.0837951	65.0969	1.21514	83.9688	1.65098	55.5186	0.788606	2.8784	0.0832232	142.366	2.52281	89.379	1.76559	55.5186	0.788606	2.8784	0.0667263	147.776	2.62092	168	5
bis	200	pi-	4	0.13957	26.4365	0.524856	6.3523	0.0982621	3.58783	0.0461898	36.3767	0.669308	27.859	0.55393	10.336	0.162413	3.61043	0.0464114	41.8055	0.762755	56.0127	1.10231	29.8814	0.471224	2.69961	0.0461898	88.5938	1.61973	59.6821	1.18102	29.8814	0.471224	2.69961	0.0287977	92.2631	1.68104	117	5
tan	200	pi-	4	0.13957	26.4365	0.524856	6.40869	0.109138	1.67373	0.0734666	34.519	0.707461	27.859	0.55393	10.5909	0.2047	1.68863	0.0739285	40.1386	0.832559	56.0127	1.10231	30.3621	0.55331	1.55558	0.0734666	87.9304	1.72909	59.6821	1.18102	30.3621	0.55331	1.55558	0.0566823	91.5998	1.79101	117	5
hag	200	pi-	4	0.13957	26.4365	0.524856	7.7356	1.56732	2.07823	1.81358	36.2504	3.90575	27.859	0.55393	13.4317	2.57983	2.09548	1.82657	43.3862	4.96034	56.0127	1.10231	37.5364	7.3851	1.85187	1.81358	95.401	10.301	59.6821	1.18102	37.5364	7.3851	1.85187	1.4836	99.0704	10.0497	117	5
bis	200	pi-	5	0.13957	17.1783	0.337242	4.2718	0	2.27834	0	23.7284	0.337242	18.1046	0.356139	6.96609	0	2.29267	0	27.3634	0.356139	36.4666	0.7128	20.1198	0	1.71004	0	58.2965	0.7128	38.8541	0.764082	20.1198	0	1.71004	0	60.6839	0.764082	78	5
tan	200	pi-	5	0.13957	17.1783	0.337242	4.31869	0.0790172	1.05037	0.0530043	22.5473	0.469263	18.1046	0.356139	7.15189	0.152031	1.05977	0.0533317	26.3163	0.561502	36.4666	0.7128	20.4853	0.405846	0.979025	0.0530043	57.931	1.17165	38.8541	0.764082	20.4853	0.405846	0.979025	0.0405325	60.3184	1.21046	78	5
hag	200	pi-	5	0.13957	17.1783	0.337242	5.18337	0.0714759	1.26172	0.0311639	23.6234	0.439881	18.1046	0.356139	9.0133	0.132829	1.27238	0.0313836	28.3903	0.520352	36.4666	0.7128	25.1724	0.3601	1.13626	0.0311639	62.7753	1.10406	38.8541	0.764082	25.1724	0.3601	1.13626	0.0253622	65.1627	1.14954	78	5
bis	200	pi-	6	0.13957	10.6116	0.204778	2.68242	0.0408832	1.30783	0.0184276	14.6019	0.264088	11.1908	0.216486	4.39454	0.0683536	1.3161	0.018531	16.9014	0.303371	22.6466	0.43752	12.6602	0.196841	0.983178	0.0184276	36.29	0.652789	24.1471	0.469448	12.6602	0.196841	0.983178	0.0130332	37.7905	0.679322	49	5
tan	200	pi-	6	0.13957	10.6116	0.204778	2.72557	0.0460822	0.621156	0.0285998	13.9584	0.27946	11.1908	0.216486	4.52352	0.0871799	0.62675	0.0287819	16.3411	0.332448	22.6466	0.43752	12.9444	0.234591	0.581058	0.0285998	36.1721	0.700712	24.1471	0.469448	12.9444	0.234591	0.581058	0.0222253	37.6726	0.726265	49	5
hag	200	pi-	6	0.13957	10.6116	0.204778	3.39808	0.0554913	0.843905	0.11411	14.8536	0.374379	11.1908	0.216486	5.95486	0.0866818	0.850714	0.114875	17.9964	0.418042	22.6466	0.43752	16.5696	0.254281	0.738224	0.11411	39.9544	0.805912	24.1471	0.469448	16.5696	0.254281	0.738224	0.089479	41.4549	0.813208	49	5
bis	200	pi-	7	0.13957	6.12718	0.119209	1.63789	0.0262176	0.720811	0.0086565	8.48588	0.154083	6.46693	0.126215	2.68814	0.043877	0.725409	0.00870409	9.88047	0.178796	13.1752	0.258168	7.74175	0.12645	0.545306	0.0086565	21.4623	0.393275	14.0606	0.27744	7.74175	0.12645	0.545306	0.0059587	22.3477	0.409849	29	4
tan	200	pi-	7	0.13957	6.12718	0.119209	1.65992	0.501088	0.332509	0.205499	8.11961	0.825796	6.46693	0.126215	2.76585	0.808096	0.33553	0.207303	9.56832	1.14161	13.1752	0.258168	7.90145	2.34098	0.312632	0.205499	21.3893	2.80465	14.0606	0.27744	7.90145	2.34098	0.312632	0.189513	22.2747	2.80793	29	4
hag	200	pi-	7	0.13957	6.12718	0.119209	2.43268	0.00595408	0.484909	0.00336489	9.04477	0.128528	6.46693	0.126215	4.36792	0.00985152	0.488623	0.0033891	11.3235	0.139456	13.1752	0.258168	12.0118	0.0282066	0.409766	0.00336489	25.5968	0.28974	14.0606	0.27744	12.0118	0.0282066	0.409766	0.00274042	26.4822	0.308387	29	4
bis	200	pi-	8	0.13957	3.1123	0.0624228	0.896718	0	0.338179	0	4.3472	0.0624228	3.28809	0.0661445	1.47719	0	0.340363	0	5.10565	0.0661445	6.75434	0.1364	4.24901	0	0.257929	0	11.2613	0.1364	7.21517	0.146653	4.24901	0	0.257929	0	11.7221	0.146653	16	3
tan	200	pi-	8	0.13957	3.1123	0.0624228	0.908735	0.342754	0.153311	0.0655094	4.17435	0.470686	3.28809	0.0661445	1.52213	0.569236	0.154719	0.0660939	4.96494	0.701474	6.75434	0.1364	4.33883	1.62949	0.144981	0.0655094	11.2382	1.8314	7.21517	0.146653	4.33883	1.62949	0.144981	0.0609406	11.699	1.83709	16	3
hag	200	pi-	8	0.13957	3.1123	0.0624228	1.65884	0.00464286	0.175512	0.00122587	4.94665	0.0682915	3.28809	0.0661445	3.06723	0.00794227	0.176928	0.00123534	6.53225	0.0753221	6.75434	0.1364	8.31385	0.0224004	0.15301	0.00122587	15.2212	0.160026	7.21517	0.146653	8.31385	0.0224004	0.15301	0.00104109	15.682	0.170094	16	3
bis	200	pi0	0	0.13497	90.6802	1.85313	21.3767	0	14.9505	0	127.007	1.85313	95.2775	1.94754	34.2653	0	15.045	0	144.588	1.94754	194.215	3.89343	102.31	0	11.5545	0	308.079	3.89343	206.073	4.14691	102.31	0	11.5545	0	319.938	4.14691	350	3
tan	200	pi0	0	0.13497	90.6802	1.85313	21.7761	0.401305	7.66517	0.598265	120.121	2.8527	95.2775	1.94754	35.216	0.768613	7.73372	0.601811	138.227	3.31797	194.215	3.89343	104.718	2.11509	7.36717	0.598265	306.3	6.60678	206.073	4.14691	104.718	2.11509	7.36717	0.461406	318.159	6.72341	350	3
hag	200	pi0	0	0.13497	90.6802	1.85313	20.609	0.0415186	15.4786	0.157784	126.768	2.05243	95.2775	1.94754	34.4129	0.0630456	15.5928	0.158776	145.283	2.16936	194.215	3.89343	100.61	0.191904	13.2609	0.157784	308.085	4.24311	206.073	4.14691	100.61	0.191904	13.2609	0.123219	319.944	4.46203	350	3
bis	200	pi0	1	0.13497	72.3224	1.45327	17.2806	0	12.1101	0	101.713	1.45327	76.0029	1.52855	27.6349	0	12.1864	0	115.824	1.52855	155.186	3.07699	82.6349	0	9.35203	0	247.173	3.07699	164.691	3.2803	82.6349	0	9.35203	0	256.678	3.2803	299	4
tan	200	pi0	1	0.13497	72.3224	1.45327	17.6146	0.329567	5.98826	0.455598	95.9253	2.23844	76.0029	1.52855	28.5146	0.634251	6.04195	0.458303	110.559	2.6211	155.186	3.07699	84.7592	1.74203	5.76413	0.455598	245.709	5.27462	164.691	3.2803	84.7592	1.74203	5.76413	0.351715	255.214	5.37405	299	4
hag	200	pi0	1	0.13497	72.3224	1.45327	18.6652	0.0373913	9.53582	0.0904742	100.523	1.58114	76.0029	1.52855	31.4489	0.057264	9.61091	0.0910994	117.063	1.67691	155.186	3.07699	91.6008	0.173791	8.49342	0.0904742	255.28	3.34126	164.691	3.2803	91.6008	0.173791	8.49342	0.0747277	264.785	3.52882	299	4
bis	200	pi0	2	0.13497	54.4658	1.06528	12.8632	0	8.45612	0	75.7852	1.06528	57.2363	1.12129	20.5893	0	8.51015	0	86.3357	1.12129	116.855	2.27274	61.5161	0	6.5701	0	184.942	2.27274	124.008	2.42468	61.5161	0	6.5701	0	192.094	2.42468	234	5
tan	200	pi0	2	0.13497	54.4658	1.06528	13.2911	0.261185	4.51507	0.336282	72.272	1.66275	57.2363	1.12129	21.5134	0.508211	4.55551	0.338251	83.3052	1.96775	116.855	2.27274	63.9526	1.38981	4.3431	0.336282	185.151	3.99883	124.008	2.42468	63.9526	1.38981	4.3431	0.257809	192.304	4.0723	234	5
hag	200	pi0	2	0.13497	54.4658	1.06528	15.9612	0.229411	5.67235	0.15434	76.0994	1.44903	57.2363	1.12129	27.1411	0.417649	5.71942	0.15537	90.0968	1.69431	116.855	2.27274	78.7477	1.17775	5.21047	0.15434	200.814	3.60483	124.008	2.42468	78.7477	1.17775	5.21047	0.125497	207.966	3.72793	234	5
bis	200	pi0	3	0.13497	39.7299	0.798471	8.97611	0	5.53589	0	54.2419	0.798471	41.7015	0.838611	14.0878	0	5.56873	0	61.358	0.838611	83.9178	1.65786	42.5565	0	4.18644	0	130.661	1.65786	88.992	1.76596	42.5565	0	4.18644	0	135.735	1.76596	168	5
tan	200	pi0	3	0.13497	39.7299	0.798471	9.50965	0.929959	2.65034	1.14885	51.8898	2.87728	41.7015	0.838611	15.4195	1.7393	2.67228	1.15749	59.7933	3.7354	83.9178	1.65786	45.8088	4.90245	2.45617	1.14885	132.183	7.70916	88.992	1.76596	45.8088	4.90245	2.45617	1.00985	137.257	7.67825	168	5
hag	200	pi0	3	0.13497	39.7299	0.798471	11.5038	0.158336	3.2725	0.084725	54.5061	1.04153	41.7015	0.838611	19.6193	0.288628	3.29784	0.0852663	64.6187	1.21251	83.9178	1.65786	56.8523	0.813345	2.91375	0.084725	143.684	2.55593	88.992	1.76596	56.8523	0.813345	2.91375	0.0677291	148.758	2.64703	168	5
bis	200	pi0	4	0.13497	26.3829	0.524919	6.4081	0.100991	3.61601	0.0467678	36.407	0.672678	27.713	0.552186	10.2882	0.165587	3.63713	0.0469869	41.6383	0.76476	56.0925	1.10696	30.7276	0.49503	2.70311	0.0467678	89.5233	1.64876	59.5418	1.18122	30.7276	0.49503	2.70311	0.0297954	92.9725	1.70605	117	5
tan	200	pi0	4	0.13497	26.3829	0.524919	6.41619	0.110281	1.68308	0.0752826	34.4822	0.710483	27.713	0.552186	10.4227	0.203777	1.69709	0.0757244	39.8328	0.831687	56.0925	1.10696	30.9417	0.571593	1.5644	0.0752826	88.5986	1.75384	59.5418	1.18122	30.9417	0.571593	1.5644	0.0580366	92.0479	1.81085	117	5
hag	200	pi0	4	0.13497	26.3829	0.524919	7.76499	0.27528	2.05891	0.152151	36.2068	0.95235	27.713	0.552186	13.2671	0.457103	2.07499	0.153267	43.0551	1.16256	56.0925	1.10696	38.4152	1.33995	1.84208	0.152151	96.3498	2.59906	59.5418	1.18122	38.4152	1.33995	1.84208	0.131316	99.7991	2.65249	117	5
bis	200	pi0	5	0.13497	17.1553	0.337996	4.28043	0	2.12306	0	23.5588	0.337996	18.022	0.355752	6.91632	0	2.13559	0	27.0739	0.355752	36.5456	0.717265	20.5856	0	1.59215	0	58.7234	0.717265	38.7913	0.765734	20.5856	0	1.59215	0	60.9691	0.765734	78	5
tan	200	pi0	5	0.13497	17.1553	0.337996	4.33389	0.0807694	1.0542	0.0546768	22.5434	0.473442	18.022	0.355752	7.05548	0.153403	1.06302	0.0549921	26.1405	0.564147	36.5456	0.717265	20.9278	0.424837	0.982833	0.0546768	58.4562	1.19678	38.7913	0.765734	20.9278	0.424837	0.982833	0.0417829	60.702	1.23235	78	5
hag	200	pi0	5	0.13497	17.1553	0.337996	5.23853	0.0727362	1.2729	0.0315595	23.6667	0.442292	18.022	0.355752	8.97104	0.133067	1.28294	0.0317669	28.276	0.520586	36.5456	0.717265	25.9502	0.374335	1.14546	0.0315595	63.6413	1.12316	38.7913	0.765734	25.9502	0.374335	1.14546	0.0256435	65.887	1.16571	78	5
bis	200	pi0	6	0.13497	10.6006	0.205125	2.72306	0.0418635	1.31115	0.0156683	14.6348	0.262656	11.1428	0.216122	4.3983	0.0694685	1.3189	0.0157444	16.86	0.301335	22.7052	0.440021	13.0997	0.206232	0.986216	0.0156683	36.7911	0.661921	24.1171	0.470198	13.0997	0.206232	0.986216	0.0102177	38.203	0.686647	49	5
tan	200	pi0	6	0.13497	10.6006	0.205125	2.74148	0.0478506	0.623152	0.0283145	13.9653	0.28129	11.1428	0.216122	4.47263	0.0894575	0.628394	0.0284824	16.2438	0.334062	22.7052	0.440021	13.2553	0.249564	0.58286	0.0283145	36.5434	0.717899	24.1171	0.470198	13.2553	0.249564	0.58286	0.0219655	37.9553	0.741727	49	5
hag	200	pi0	6	0.13497	10.6006	0.205125	3.46654	0.056588	0.867078	0.117025	14.9343	0.378738	11.1428	0.216122	5.9899	0.0870394	0.873548	0.117748	18.0062	0.420909	22.7052	0.440021	17.2567	0.263774	0.753566	0.117025	40.7155	0.82082	24.1171	0.470198	17.2567	0.263774	0.753566	0.0909591	42.1274	0.824931	49	5
bis	200	pi0	7	0.13497	6.12482	0.119792	1.66042	0	0.719598	0	8.50484	0.119792	6.44312	0.126393	2.68813	0	0.723889	0	9.85513	0.126393	13.2193	0.260544	8.0015	0	0.544322	0	21.7651	0.260544	14.0533	0.278808	8.0015	0	0.544322	0	22.5991	0.278808	29	4
tan	200	pi0	7	0.13497	6.12482	0.119792	1.66859	0.527185	0.333744	0.218493	8.12715	0.86547	6.44312	0.126393	2.73287	0.835498	0.336578	0.220284	9.51257	1.18217	13.2193	0.260544	8.08682	2.5048	0.313776	0.218493	21.6199	2.98384	14.0533	0.278808	8.08682	2.5048	0.313776	0.201437	22.4538	2.98505	29	4
hag	200	pi0	7	0.13497	6.12482	0.119792	2.5025	0.00607867	0.479196	0.00334036	9.10652	0.129211	6.44312	0.126393	4.43142	0.00989885	0.482634	0.00336288	11.3572	0.139655	13.2193	0.260544	12.6235	0.0293339	0.405468	0.00334036	26.2483	0.293219	14.0533	0.278808	12.6235	0.0293339	0.405468	0.00272439	27.0822	0.310866	29	4
bis	200	pi0	8	0.13497	3.11568	0.0629293	0.898256	0.0152521	0.339005	0.00485857	4.35294	0.0830399	3.28043	0.0664528	1.45976	0.0253628	0.341049	0.00488427	5.08124	0.0966999	6.78287	0.138161	4.3391	0.0753527	0.258131	0.00485857	11.3801	0.218372	7.21708	0.147936	4.3391	0.0753527	0.258131	0.00344813	11.8143	0.226737	16	3
tan	200	pi0	8	0.13497	3.11568	0.0629293	0.905227	0.297442	0.155877	0.105799	4.17678	0.46617	3.28043	0.0664528	1.48954	0.473278	0.157214	0.106677	4.92719	0.646408	6.78287	0.138161	4.39955	1.4168	0.147386	0.105799	11.3298	1.66076	7.21708	0.147936	4.39955	1.4168	0.147386	0.0981996	11.764	1.66294	16	3
hag	200	pi0	8	0.13497	3.11568	0.0629293	1.71519	0.00477536	0.17366	0.00122146	5.00453	0.0689261	3.28043	0.0664528	3.12884	0.00804194	0.174972	0.00123029	6.58424	0.0757251	6.78287	0.138161	8.78921	0.0234932	0.151571	0.00122146	15.7236	0.162875	7.21708	0.147936	8.78921	0.0234932	0.151571	0.00103863	16.1579	0.172468	16	3
bis	200	ka+	0	0.49368	12.4351	1.01497	1.10781	0.0305257	3.53193	0.653468	17.0748	1.69896	18.0371	1.40518	4.19285	0.127703	3.93025	0.700635	26.1602	2.23352	17.5226	1.37656	2.09113	0.0580551	3.00217	0.653468	22.6159	2.08808	25.9475	1.93604	2.09113	0.0580551	3.00217	0.434847	31.0408	2.42894	350	3
tan	200	ka+	0	0.49368	12.4351	1.01497	1.10863	0.0818705	3.22544	0.995522	16.7691	2.09236	18.0371	1.40518	4.19757	0.387992	3.61156	1.07868	25.8462	2.87185	17.5226	1.37656	2.09273	0.157165	2.84783	0.995522	22.4631	2.52924	25.9475	1.93604	2.09273	0.157165	2.84783	0.742828	30.8881	2.83603	350	3
hag	200	ka+	0	0.49368	12.4351	1.01497	1.25517	0.014338	5.01006	0.139241	18.7003	1.16855	18.0371	1.40518	4.86756	0.0544591	5.47539	0.149993	28.3801	1.60963	17.5226	1.37656	2.37332	0.02707	3.83535	0.139241	23.7312	1.54287	25.9475	1.93604	2.37332	0.02707	3.83535	0.0965092	32.1562	2.05962	350	3
FIT	CollEn	particle	centrality	mass	dETdEta_data	dETdEta_d_err	dETdEtaLeft	dETdEtaLErr	dETdEtaRight	dETdEtaRErr	dETdEtaTotal	dETdEtaTErr	dETdy_d	dETdy_d_err	dETdyLeft	dETdyLErr	dETdyRight	dETdyRErr	dETdyTotal	dETdyTErr	dNdEta_d	dNdEta_d_err	dNdEtaLeft	dNdEtaLErr	dNdEtaRight	dNdEtaRErr	dNdEtaTotal	dNdEtaTErr	dNdy_d	dNdy_d_err	dNdyLeft	dNdyLErr	dNdyRight	dNdyRErr	dNdyTotal	dNdyTErr	Npart	NpartErr
bis	200	ka+	0	0.49368	12.4351	1.01497	1.10781	0.0305257	3.53193	0.653468	17.0748	1.69896	18.0371	1.40518	4.19285	0.127703	3.93025	0.700635	26.1602	2.23352	17.5226	1.37656	2.09113	0.0580551	3.00217	0.653468	22.6159	2.08808	25.9475	1.93604	2.09113	0.0580551	3.00217	0.434847	31.0408	2.42894	350	3
tan	200	ka+	0	0.49368	12.4351	1.01497	1.10863	0.0818705	3.22544	0.995522	16.7691	2.09236	18.0371	1.40518	4.19757	0.387992	3.61156	1.07868	25.8462	2.87185	17.5226	1.37656	2.09273	0.157165	2.84783	0.995522	22.4631	2.52924	25.9475	1.93604	2.09273	0.157165	2.84783	0.742828	30.8881	2.83603	350	3
